Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
United States of America,Region of the Americas of WHO,North America,1998,11,1998-03-09,1998-03-15,,2036,0,,43,,131,174,,,5,5,179,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,12,1998-03-16,1998-03-22,,1454,0,,19,,67,86,,,4,4,90,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,1998,13,1998-03-23,1998-03-29,,1179,0,,8,,56,64,,,3,3,67,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,14,1998-03-30,1998-04-05,,464,0,,5,,10,15,,,2,2,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,15,1998-04-06,1998-04-12,,518,0,,4,,13,17,,,0,0,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,40,1998-09-28,1998-10-04,,1407,0,,2,,0,2,,,0,0,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,41,1998-10-05,1998-10-11,,1453,0,,4,,1,5,,,0,0,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,42,1998-10-12,1998-10-18,,1654,1,,0,,2,3,,,0,0,3,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,43,1998-10-19,1998-10-25,,1813,0,,1,,0,1,,,5,5,6,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,44,1998-10-26,1998-11-01,,2051,0,,12,,6,18,,,0,0,18,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,45,1998-11-02,1998-11-08,,2202,0,,5,,5,10,,,4,4,14,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,46,1998-11-09,1998-11-15,,2051,0,,4,,0,4,,,4,4,8,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,47,1998-11-16,1998-11-22,,1810,0,,5,,4,9,,,8,8,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,48,1998-11-23,1998-11-29,,2372,0,,11,,6,17,,,11,11,28,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,1998,49,1998-11-30,1998-12-06,,2527,1,,9,,15,25,,,19,19,44,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,1998,50,1998-12-07,1998-12-13,,2428,1,,12,,15,28,,,14,14,42,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,51,1998-12-14,1998-12-20,,2190,0,,21,,35,56,,,25,25,81,,Sporadic
United States of America,Region of the Americas of WHO,North America,1998,52,1998-12-21,1998-12-27,,2672,1,,47,,81,129,,,30,30,159,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1998,53,1998-12-28,1999-01-03,,3468,0,,72,,185,257,,,74,74,331,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,1,1999-01-04,1999-01-10,,3815,2,,152,,308,462,,,106,106,568,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,2,1999-01-11,1999-01-17,,4169,1,,193,,510,704,,,153,153,857,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,3,1999-01-18,1999-01-24,,5044,1,,223,,654,878,,,269,269,1147,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,4,1999-01-25,1999-01-31,,5486,1,,350,,795,1146,,,321,321,1467,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,5,1999-02-01,1999-02-07,,5834,2,,317,,968,1287,,,336,336,1623,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,6,1999-02-08,1999-02-14,,6491,9,,261,,1059,1329,,,378,378,1707,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,7,1999-02-15,1999-02-21,,6318,1,,249,,1038,1288,,,355,355,1643,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,8,1999-02-22,1999-02-28,,5684,1,,186,,847,1034,,,326,326,1360,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,9,1999-03-01,1999-03-07,,3900,2,,136,,503,641,,,200,200,841,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,10,1999-03-08,1999-03-14,,3639,5,,99,,330,434,,,163,163,597,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,1999,11,1999-03-15,1999-03-21,,2672,1,,69,,238,308,,,108,108,416,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,1999,12,1999-03-22,1999-03-28,,2439,0,,42,,113,155,,,58,58,213,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,13,1999-03-29,1999-04-04,,1931,1,,26,,98,125,,,35,35,160,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,14,1999-04-05,1999-04-11,,1416,1,,13,,64,78,,,18,18,96,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,15,1999-04-12,1999-04-18,,1088,0,,7,,18,25,,,8,8,33,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,16,1999-04-19,1999-04-25,,672,0,,4,,4,8,,,1,1,9,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,17,1999-04-26,1999-05-02,,536,0,,3,,4,7,,,3,3,10,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,18,1999-05-03,1999-05-09,,377,0,,0,,0,0,,,1,1,1,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,38,1999-09-20,1999-09-26,,,,,,,2,2,,,0,0,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,39,1999-09-27,1999-10-03,,1674,0,,11,,10,21,,,0,0,21,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,40,1999-10-04,1999-10-10,,1843,0,,12,,13,25,,,1,1,26,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,41,1999-10-11,1999-10-17,,1997,0,,14,,30,44,,,3,3,47,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,42,1999-10-18,1999-10-24,,1996,0,,32,,32,64,,,0,0,64,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,43,1999-10-25,1999-10-31,,2359,0,,58,,39,97,,,2,2,99,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,44,1999-11-01,1999-11-07,,2426,0,,82,,64,146,,,0,0,146,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,45,1999-11-08,1999-11-14,,2769,0,,132,,98,230,,,0,0,230,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,46,1999-11-15,1999-11-21,,2625,0,,124,,155,279,,,1,1,280,,Sporadic
United States of America,Region of the Americas of WHO,North America,1999,47,1999-11-22,1999-11-28,,3576,0,,203,,281,484,,,0,0,484,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,1999,48,1999-11-29,1999-12-05,,4059,2,,188,,575,765,,,1,1,766,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,49,1999-12-06,1999-12-12,,5069,1,,274,,892,1167,,,4,4,1171,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,1999,50,1999-12-13,1999-12-19,,5028,1,,337,,1260,1598,,,1,1,1599,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,51,1999-12-20,1999-12-26,,6575,3,,373,,1537,1913,,,4,4,1917,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,1999,52,1999-12-27,2000-01-02,,8114,2,,369,,1730,2101,,,1,1,2102,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2000,1,2000-01-03,2000-01-09,,7450,0,,457,,1153,1610,,,2,2,1612,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2000,2,2000-01-10,2000-01-16,,5959,2,,302,,713,1017,,,3,3,1020,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2000,3,2000-01-17,2000-01-23,,5464,3,,244,,431,678,,,4,4,682,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2000,4,2000-01-24,2000-01-30,,4223,10,,152,,301,463,,,1,1,464,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,5,2000-01-31,2000-02-06,,3684,7,,126,,165,298,,,3,3,301,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,6,2000-02-07,2000-02-13,,3224,10,,69,,172,251,,,5,5,256,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,7,2000-02-14,2000-02-20,,2822,16,,41,,130,187,,,8,8,195,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,8,2000-02-21,2000-02-27,,2376,9,,26,,58,93,,,5,5,98,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,9,2000-02-28,2000-03-05,,1876,19,,18,,28,65,,,5,5,70,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,10,2000-03-06,2000-03-12,,1564,19,,7,,19,45,,,5,5,50,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,11,2000-03-13,2000-03-19,,1507,11,,1,,14,26,,,2,2,28,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,12,2000-03-20,2000-03-26,,1333,6,,2,,6,14,,,2,2,16,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,13,2000-03-27,2000-04-02,,1094,5,,2,,7,14,,,3,3,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,14,2000-04-03,2000-04-09,,917,10,,0,,6,16,,,5,5,21,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,15,2000-04-10,2000-04-16,,894,2,,5,,10,17,,,4,4,21,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,16,2000-04-17,2000-04-23,,813,1,,0,,9,10,,,2,2,12,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,17,2000-04-24,2000-04-30,,714,1,,0,,1,2,,,3,3,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,18,2000-05-01,2000-05-07,,630,0,,0,,1,1,,,1,1,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,19,2000-05-08,2000-05-14,,521,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,20,2000-05-15,2000-05-21,,,,,,,,0,,,0,0,0,,No Report
United States of America,Region of the Americas of WHO,North America,2000,21,2000-05-22,2000-05-28,,,,,,,,0,,,0,0,0,,No Report
United States of America,Region of the Americas of WHO,North America,2000,22,2000-05-29,2000-06-04,,,,,,,,0,,,0,0,0,,No Report
United States of America,Region of the Americas of WHO,North America,2000,39,2000-09-25,2000-10-01,,1223,0,,0,,0,0,,,1,1,1,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,40,2000-10-02,2000-10-08,,1282,2,,0,,2,4,,,0,0,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,41,2000-10-09,2000-10-15,,1477,1,,0,,1,2,,,2,2,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,42,2000-10-16,2000-10-22,,1301,7,,3,,1,11,,,2,2,13,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,43,2000-10-23,2000-10-29,,1765,10,,1,,3,14,,,3,3,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,44,2000-10-30,2000-11-05,,1517,24,,1,,4,29,,,3,3,32,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,45,2000-11-06,2000-11-12,,2002,17,,1,,11,29,,,12,12,41,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,46,2000-11-13,2000-11-19,,2107,20,,2,,30,52,,,23,23,75,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,47,2000-11-20,2000-11-26,,2435,30,,1,,30,61,,,36,36,97,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,48,2000-11-27,2000-12-03,,2711,51,,3,,61,115,,,41,41,156,,Sporadic
United States of America,Region of the Americas of WHO,North America,2000,49,2000-12-04,2000-12-10,,3078,55,,1,,103,159,,,53,53,212,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,50,2000-12-11,2000-12-17,,3219,104,,1,,155,260,,,103,103,363,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2000,52,2000-12-25,2000-12-31,,3414,146,,8,,168,322,,,156,156,478,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,1,2001-01-01,2001-01-07,,4030,203,,6,,284,493,,,251,251,744,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,2,2001-01-08,2001-01-14,,4840,251,,5,,471,727,,,359,359,1086,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2001,3,2001-01-15,2001-01-21,,5424,284,,5,,516,805,,,477,477,1282,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2001,4,2001-01-22,2001-01-28,,5652,255,,1,,446,702,,,508,508,1210,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2001,5,2001-01-29,2001-02-04,,5392,183,,3,,283,469,,,546,546,1015,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2001,6,2001-02-05,2001-02-11,,4631,98,,4,,176,278,,,435,435,713,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,7,2001-02-12,2001-02-18,,4381,75,,5,,119,199,,,413,413,612,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,8,2001-02-19,2001-02-25,,4133,41,,7,,70,118,,,350,350,468,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,9,2001-02-26,2001-03-04,,3465,36,,1,,38,75,,,181,181,256,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,10,2001-03-05,2001-03-11,,3123,24,,2,,20,46,,,146,146,192,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,11,2001-03-12,2001-03-18,,2844,6,,3,,18,27,,,148,148,175,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,12,2001-03-19,2001-03-25,,2555,16,,1,,9,26,,,94,94,120,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,13,2001-03-26,2001-04-01,,2119,5,,0,,5,10,,,67,67,77,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,14,2001-04-02,2001-04-08,,1833,0,,1,,7,8,,,37,37,45,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,15,2001-04-09,2001-04-15,,1638,2,,0,,1,3,,,42,42,45,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,16,2001-04-16,2001-04-22,,1433,0,,0,,0,0,,,20,20,20,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,17,2001-04-23,2001-04-29,,1325,0,,0,,1,1,,,8,8,9,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,18,2001-04-30,2001-05-06,,1145,0,,0,,1,1,,,5,5,6,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,19,2001-05-07,2001-05-13,,991,0,,0,,0,0,,,9,9,9,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,39,2001-09-24,2001-09-30,,1154,0,,4,,3,7,,,1,1,8,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,40,2001-10-01,2001-10-07,,1415,0,,2,,3,5,,,0,0,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,41,2001-10-08,2001-10-14,,1468,0,,3,,5,8,,,0,0,8,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,42,2001-10-15,2001-10-21,,1583,0,,9,,8,17,,,0,0,17,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,43,2001-10-22,2001-10-28,,1704,1,,6,,6,13,,,0,0,13,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,44,2001-10-29,2001-11-04,,1843,0,,12,,1,13,,,0,0,13,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,45,2001-11-05,2001-11-11,,2096,0,,37,,8,45,,,1,1,46,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,46,2001-11-12,2001-11-18,,2052,0,,25,,5,30,,,3,3,33,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,47,2001-11-19,2001-11-25,,2401,0,,50,,23,73,,,1,1,74,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,48,2001-11-26,2001-12-02,,2331,1,,34,,43,78,,,5,5,83,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,49,2001-12-03,2001-12-09,,2434,2,,39,,69,110,,,2,2,112,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,50,2001-12-10,2001-12-16,,2915,3,,44,,118,165,,,4,4,169,,Sporadic
United States of America,Region of the Americas of WHO,North America,2001,51,2001-12-17,2001-12-23,,2621,0,,51,,168,219,,,1,1,220,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2001,52,2001-12-24,2001-12-30,,3531,0,,108,,234,342,,,2,2,344,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2002,1,2001-12-31,2002-01-06,,3900,0,,144,,390,534,,,6,6,540,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2002,2,2002-01-07,2002-01-13,,4696,1,,268,,653,922,,,5,5,927,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2002,3,2002-01-14,2002-01-20,,5816,4,,387,,840,1231,,,12,12,1243,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2002,4,2002-01-21,2002-01-27,,6466,3,,450,,997,1450,,,24,24,1474,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2002,5,2002-01-28,2002-02-03,,7191,6,,613,,1001,1620,,,19,19,1639,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2002,6,2002-02-04,2002-02-10,,7572,4,,615,,1160,1779,,,28,28,1807,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2002,7,2002-02-11,2002-02-17,,7358,11,,538,,1216,1765,,,68,68,1833,,Widespread Outbreak
United States of America,Region of the Americas of WHO,North America,2002,8,2002-02-18,2002-02-24,,6217,8,,384,,947,1339,,,86,86,1425,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2002,9,2002-02-25,2002-03-03,,5368,7,,264,,730,1001,,,136,136,1137,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2002,10,2002-03-04,2002-03-10,,4337,6,,156,,475,637,,,166,166,803,,Regional Outbreak
United States of America,Region of the Americas of WHO,North America,2002,11,2002-03-11,2002-03-17,,3763,2,,103,,254,359,,,210,210,569,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2002,12,2002-03-18,2002-03-24,,3332,3,,44,,127,174,,,284,284,458,,Local Outbreak
United States of America,Region of the Americas of WHO,North America,2002,13,2002-03-25,2002-03-31,,2660,3,,20,,72,95,,,235,235,330,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,14,2002-04-01,2002-04-07,,2329,4,,17,,40,61,,,192,192,253,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,15,2002-04-08,2002-04-14,,2001,6,,18,,12,36,,,226,226,262,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,16,2002-04-15,2002-04-21,,1820,1,,9,,8,18,,,138,138,156,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,17,2002-04-22,2002-04-28,,1643,1,,11,,7,19,,,149,149,168,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,18,2002-04-29,2002-05-05,,1655,1,,0,,4,5,,,140,140,145,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,19,2002-05-06,2002-05-12,,1467,1,,0,,1,2,,,86,86,88,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,20,2002-05-13,2002-05-19,,1302,0,,0,,3,3,,,61,61,64,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,21,2002-05-20,2002-05-26,,995,0,,0,,2,2,,,34,34,36,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,22,2002-05-27,2002-06-02,,948,0,,0,,1,1,,,25,25,26,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,23,2002-06-03,2002-06-09,,850,0,,0,,0,0,,,7,7,7,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,24,2002-06-10,2002-06-16,,692,0,,0,,0,0,,,2,2,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,25,2002-06-17,2002-06-23,,700,0,,0,,0,0,,,4,4,4,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,26,2002-06-24,2002-06-30,,490,0,,0,,0,0,,,2,2,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,27,2002-07-01,2002-07-07,,591,0,,0,,0,0,,,1,1,1,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,28,2002-07-08,2002-07-14,,578,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,29,2002-07-15,2002-07-21,,601,0,,0,,1,1,,,1,1,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,30,2002-07-22,2002-07-28,,530,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,31,2002-07-29,2002-08-04,,566,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,32,2002-08-05,2002-08-11,,516,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,33,2002-08-12,2002-08-18,,533,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,34,2002-08-19,2002-08-25,,588,0,,0,,0,0,,,1,1,1,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,35,2002-08-26,2002-09-01,,482,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,36,2002-09-02,2002-09-08,,561,0,,0,,0,0,,,0,0,0,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,37,2002-09-09,2002-09-15,,475,0,,1,,1,2,,,1,1,3,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,38,2002-09-16,2002-09-22,,391,0,,0,,0,0,,,2,2,2,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,39,2002-09-23,2002-09-29,,1566,0,,0,,0,0,,,0,0,0,,No Activity
United States of America,Region of the Americas of WHO,North America,2002,40,2002-09-30,2002-10-06,,1661,1,,0,,1,2,,,1,1,3,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,41,2002-10-07,2002-10-13,,1738,0,,0,,0,0,,,0,0,0,,No Activity
United States of America,Region of the Americas of WHO,North America,2002,42,2002-10-14,2002-10-20,,1961,3,,0,,1,4,,,1,1,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,43,2002-10-21,2002-10-27,,1806,0,,0,,3,3,,,3,3,6,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,44,2002-10-28,2002-11-03,,2144,0,,2,,0,2,,,3,3,5,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,45,2002-11-04,2002-11-10,,2326,0,,0,,6,6,,,4,4,10,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,46,2002-11-11,2002-11-17,,2314,2,,0,,5,7,,,16,16,23,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,47,2002-11-18,2002-11-24,,2125,1,,3,,5,9,,,6,6,15,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,48,2002-11-25,2002-12-01,,2679,4,,3,,6,13,,,28,28,41,,Sporadic
United States of America,Region of the Americas of WHO,North America,2002,49,2002-12-02,2002-12-08,,2764,8,,2,,15,25,,,74,74,99,,Sporadic
