Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
United States of America,Region of the Americas of WHO,North America,2017,14,2017-04-03,2017-04-09,30763,30763,0,17,361,0,1403,1781,450,117,3032,3599,5380,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,15,2017-04-10,2017-04-16,26659,26659,0,5,220,0,907,1132,372,65,2317,2754,3886,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,16,2017-04-17,2017-04-23,24185,24185,0,11,143,0,643,797,246,51,1655,1952,2749,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,17,2017-04-24,2017-04-30,20163,20163,0,7,133,0,344,484,176,46,1014,1236,1720,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,18,2017-05-01,2017-05-07,16886,16886,0,5,80,0,258,343,121,29,738,888,1231,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,19,2017-05-08,2017-05-14,15837,15837,0,3,95,0,253,351,115,37,631,783,1134,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,20,2017-05-15,2017-05-21,14333,14333,0,5,63,0,237,305,111,32,499,642,947,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,21,2017-05-22,2017-05-28,13194,13194,0,7,41,0,196,244,80,26,403,509,753,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,22,2017-05-29,2017-06-04,11779,11779,0,1,39,0,181,221,60,50,333,443,664,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,23,2017-06-05,2017-06-11,10743,10743,0,5,30,0,139,174,63,22,247,332,506,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,24,2017-06-12,2017-06-18,9431,9431,0,8,41,0,131,180,44,11,169,224,404,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,25,2017-06-19,2017-06-25,8745,8745,0,5,40,0,105,150,31,11,129,171,321,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,26,2017-06-26,2017-07-02,7405,7405,0,4,36,0,92,132,21,4,97,122,254,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,27,2017-07-03,2017-07-09,7449,7449,0,10,27,0,73,110,7,7,79,93,203,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,28,2017-07-10,2017-07-16,7906,7906,0,4,31,0,89,124,9,5,75,89,213,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,29,2017-07-17,2017-07-23,7551,7551,0,8,25,0,82,115,7,0,48,55,170,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,30,2017-07-24,2017-07-30,7211,7211,0,7,30,0,72,109,21,1,53,75,184,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,31,2017-07-31,2017-08-06,6779,6779,0,8,40,0,92,140,8,0,35,43,183,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,32,2017-08-07,2017-08-13,7188,7188,0,4,43,0,73,120,20,0,61,81,201,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,33,2017-08-14,2017-08-20,7808,7808,0,5,24,0,64,93,9,0,39,48,141,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,34,2017-08-21,2017-08-27,8253,8253,0,6,51,0,72,129,8,0,41,49,178,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,35,2017-08-28,2017-09-03,8794,8794,0,18,61,0,103,182,0,0,58,58,240,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,36,2017-09-04,2017-09-10,10017,10017,0,11,101,0,109,221,10,0,63,73,294,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,37,2017-09-11,2017-09-17,11439,11439,0,7,91,0,126,224,11,1,72,84,308,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,38,2017-09-18,2017-09-24,11849,11849,0,2,73,0,116,191,9,1,67,77,268,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,39,2017-09-25,2017-10-01,9598,9598,0,8,54,0,122,184,2,0,54,56,240,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,40,2017-10-02,2017-10-08,16537,16537,0,13,123,0,233,369,16,0,117,133,502,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,41,2017-10-09,2017-10-15,17553,17553,0,14,143,0,249,406,13,4,102,119,525,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,42,2017-10-16,2017-10-22,19014,19014,0,14,173,0,278,465,11,1,112,124,589,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,43,2017-10-23,2017-10-29,19256,19256,0,26,177,0,337,540,21,1,140,162,702,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,44,2017-10-30,2017-11-05,21516,21516,0,23,247,0,505,775,36,3,233,272,1047,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,45,2017-11-06,2017-11-12,22841,22841,0,29,315,0,687,1031,33,4,252,289,1320,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,46,2017-11-13,2017-11-19,25620,25620,0,56,405,0,941,1402,61,5,351,417,1819,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,47,2017-11-20,2017-11-26,25400,25400,0,41,491,0,1338,1870,60,5,363,428,2298,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,48,2017-11-27,2017-12-03,29542,29542,0,61,788,0,1563,2412,108,8,456,572,2984,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,49,2017-12-04,2017-12-10,31415,31415,0,72,1056,0,2316,3444,103,16,565,684,4128,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,50,2017-12-11,2017-12-17,38666,38666,0,137,1513,0,4571,6221,173,36,883,1092,7313,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,51,2017-12-18,2017-12-24,52770,52770,0,240,2490,0,9256,11986,258,39,1777,2074,14060,0,No Report
United States of America,Region of the Americas of WHO,North America,2017,52,2017-12-25,2017-12-31,60873,60873,0,278,2985,0,12031,15294,373,35,2193,2601,17895,0,No Report

